order_id,customer_id,order_date,amount,status
62,414,2024-12-20,16.28,Cancelled
63,348,2023-11-11,43.29,Cancelled
64,835,2023-10-28,332.47,Shipped
65,821,2024-08-25,397.45,Pending
66,710,2023-12-10,524.34,Cancelled
67,139,2025-01-31,850.91,Cancelled
68,73,2023-12-10,932.42,Delivered
69,828,2024-01-31,933.98,Pending
70,894,2024-08-25,375.36,Pending
71,68,2024-09-17,28.09,Cancelled
72,147,2024-01-05,166.57,Cancelled
73,935,2024-03-26,221.3,Pending
74,504,2025-06-09,937.24,Cancelled
75,142,2023-08-19,782.98,Pending
76,621,2023-11-28,61.03,Shipped
77,141,2024-07-31,931.83,Shipped
78,481,2025-05-03,643.05,Shipped
79,799,2023-10-19,821.27,Cancelled
80,344,2024-10-18,61.55,Delivered
81,56,2023-07-11,383.11,Delivered
82,723,2024-01-25,428.62,Cancelled
83,434,2023-11-21,883.57,Delivered
84,406,2024-06-21,68.57,Delivered
85,816,2023-09-07,275.53,Delivered
86,150,2023-07-29,42.01,Pending
87,944,2025-04-14,52.62,Shipped
88,926,2024-10-29,509.17,Delivered
89,820,2023-07-12,708.46,Pending
90,262,2024-07-29,917.35,Shipped
91,649,2023-09-15,159.3,Delivered
92,530,2023-08-21,650.72,Cancelled
93,440,2024-11-23,75.33,Pending
94,12,2023-07-27,603.13,Shipped
95,7,2024-08-26,173.49,Cancelled
96,945,2024-09-28,782.85,Pending
97,96,2024-04-07,817.45,Cancelled
98,322,2023-10-11,361.72,Delivered
99,474,2024-08-15,474.26,Cancelled
100,928,2024-06-04,795.53,Cancelled
101,230,2023-08-20,859.8,Delivered
102,195,2024-02-01,851.25,Shipped
103,432,2025-01-21,950.49,Delivered
104,168,2025-02-26,119.18,Cancelled
105,852,2023-11-04,659.16,Delivered
106,984,2023-08-01,460.25,Delivered
107,562,2023-10-08,479.92,Cancelled
108,365,2024-07-19,613.98,Pending
109,994,2024-11-03,271.07,Pending
110,678,2024-06-28,25.05,Shipped
111,190,2025-03-24,246.04,Delivered
112,442,2024-05-19,300.54,Cancelled
113,784,2024-06-04,756.99,Pending
114,552,2023-12-23,338.18,Cancelled
115,98,2024-01-11,65.73,Shipped
116,94,2023-08-16,663.98,Pending
117,455,2024-09-16,584.92,Delivered
118,684,2025-05-12,66.93,Cancelled
119,874,2024-08-05,579.18,Cancelled
120,746,2025-02-12,471.77,Delivered
121,52,2025-01-10,561.59,Pending
122,502,2024-11-09,357.38,Cancelled
123,748,2024-01-03,686.62,Delivered
124,841,2024-03-20,461.95,Delivered
125,466,2024-11-27,778.12,Shipped
126,782,2025-04-13,172.91,Shipped
127,848,2024-10-19,342.91,Delivered
128,588,2024-02-21,536.32,Cancelled
129,169,2025-04-10,481.19,Delivered
130,706,2024-05-02,391.58,Delivered
131,86,2024-03-05,287.36,Cancelled
132,110,2024-09-10,567.3,Delivered
133,25,2024-04-14,141.96,Cancelled
134,940,2024-12-24,602.92,Cancelled
135,713,2024-01-16,12.83,Shipped
136,611,2024-06-09,648.91,Delivered
137,836,2025-05-01,234.65,Cancelled
138,194,2024-09-30,888.34,Cancelled
139,696,2024-09-17,35.42,Pending
140,264,2025-02-21,248.11,Cancelled
141,814,2024-01-14,842.67,Pending
142,46,2024-07-14,545.77,Cancelled
143,578,2024-02-29,194.25,Shipped
144,288,2023-12-09,826.58,Cancelled
145,650,2024-12-04,339.18,Cancelled
146,416,2023-12-28,164.72,Delivered
147,673,2024-10-25,493.75,Delivered
148,342,2024-11-27,477.85,Delivered
149,354,2024-10-28,184.2,Delivered
150,27,2024-09-11,958.45,Shipped
151,138,2023-08-30,709.23,Cancelled
152,157,2024-03-04,557.2,Delivered
153,698,2024-02-29,229.65,Pending
154,581,2024-07-18,536.55,Shipped
155,363,2025-04-28,73.27,Pending
156,292,2023-06-27,153.99,Cancelled
157,395,2024-08-01,464.84,Cancelled
158,828,2024-08-21,529.49,Cancelled
159,148,2024-06-19,34.56,Pending
160,747,2025-03-15,54.36,Pending
161,685,2025-06-07,169.92,Shipped
162,625,2025-04-10,401.46,Cancelled
163,621,2025-03-04,709.81,Cancelled
164,922,2024-11-02,21.68,Pending
165,699,2025-06-06,557.43,Pending
166,383,2024-08-31,409.5,Pending
167,701,2025-01-17,979.19,Delivered
168,439,2025-04-19,725.19,Pending
169,99,2024-01-30,477.12,Delivered
170,110,2024-12-18,378.4,Cancelled
171,905,2024-03-04,418.2,Delivered
172,106,2025-05-15,516.49,Shipped
173,441,2025-05-27,313.94,Cancelled
174,755,2025-04-14,937.16,Shipped
175,823,2023-07-16,522.66,Pending
176,538,2025-05-25,61.34,Cancelled
177,44,2025-05-20,854.26,Cancelled
178,813,2023-10-02,977.92,Shipped
179,154,2024-09-12,355.74,Delivered
180,959,2023-12-30,291.21,Pending
181,205,2023-09-24,460.63,Cancelled
182,977,2023-12-07,509.43,Delivered
183,448,2023-07-13,513.85,Shipped
184,325,2025-05-13,302.27,Shipped
185,114,2025-06-14,882.41,Delivered
186,322,2023-08-01,424.18,Delivered
187,841,2024-07-08,606.94,Delivered
188,924,2025-04-18,360.72,Cancelled
189,762,2024-06-25,483.16,Delivered
190,876,2023-11-23,367.74,Pending
191,389,2024-04-18,650.18,Shipped
192,279,2025-01-26,816.87,Pending
193,673,2024-09-05,77.39,Delivered
194,365,2023-10-19,681.01,Cancelled
195,149,2024-01-27,743.95,Cancelled
196,686,2024-01-12,169.72,Cancelled
197,372,2024-03-08,871.53,Shipped
198,289,2024-08-05,577.76,Cancelled
199,212,2024-11-09,37.76,Pending
200,543,2023-11-03,615.51,Shipped
201,166,2023-12-17,86.97,Delivered
202,926,2023-07-02,731.5,Delivered
203,410,2024-08-08,218.24,Delivered
204,526,2024-06-14,328.62,Delivered
205,868,2025-06-14,422.93,Delivered
206,20,2023-12-08,110.25,Shipped
207,434,2024-01-22,23.28,Shipped
208,218,2023-09-28,589.48,Shipped
209,602,2025-02-23,701.56,Shipped
210,162,2025-02-06,23.29,Shipped
211,866,2024-10-22,664.99,Pending
212,104,2025-01-31,526.78,Pending
213,635,2023-10-12,626.2,Pending
214,660,2024-06-08,845.02,Delivered
215,78,2024-06-22,497.8,Cancelled
216,117,2025-01-15,450.07,Pending
217,662,2024-01-07,960.68,Cancelled
218,482,2024-04-14,615.99,Delivered
219,261,2023-07-02,944.12,Pending
220,730,2023-08-26,838.62,Shipped
221,619,2024-07-19,365.58,Pending
222,703,2024-12-24,89.08,Cancelled
223,850,2024-09-26,82.68,Shipped
224,151,2024-08-31,855.01,Pending
225,519,2024-06-06,312.13,Cancelled
226,601,2025-03-30,23.01,Pending
227,491,2023-11-22,803.75,Pending
228,638,2025-01-31,421.72,Delivered
229,743,2024-03-31,340.32,Pending
230,167,2024-08-21,918.15,Pending
231,790,2024-07-27,725.52,Shipped
232,547,2025-01-04,942.86,Shipped
233,223,2024-09-21,308.17,Shipped
234,696,2024-09-02,242.56,Delivered
235,487,2023-07-02,666.66,Pending
236,706,2025-05-23,979.91,Delivered
237,326,2023-10-03,601.18,Cancelled
238,247,2023-09-10,37.89,Cancelled
239,26,2024-02-11,785.88,Cancelled
240,538,2024-01-31,699.34,Pending
241,127,2023-11-06,503.54,Pending
242,360,2024-09-15,761.27,Delivered
243,311,2023-11-08,705.92,Shipped
244,984,2024-04-30,404.46,Cancelled
245,191,2024-11-22,344.02,Shipped
246,496,2024-11-21,88.23,Pending
247,327,2024-12-05,638.27,Delivered
248,436,2024-11-06,769.79,Pending
249,115,2024-04-03,600.99,Shipped
250,979,2024-05-10,816.17,Cancelled
251,242,2024-12-31,624.71,Delivered
252,889,2024-06-21,492.36,Delivered
253,245,2025-04-15,406.86,Delivered
254,868,2023-06-27,849.51,Delivered
255,627,2023-10-23,302.02,Shipped
256,704,2025-04-10,702.83,Shipped
257,580,2024-03-07,160.27,Pending
258,545,2023-12-26,806.72,Delivered
259,775,2023-11-29,22.61,Cancelled
260,650,2023-07-01,976.04,Cancelled
261,136,2024-05-09,334.35,Shipped
262,775,2023-09-13,371.47,Pending
263,5,2025-06-05,276.86,Cancelled
264,766,2025-04-06,719.81,Delivered
265,30,2023-12-30,641.43,Delivered
266,157,2024-02-19,767.36,Delivered
267,260,2023-08-19,491.73,Delivered
268,150,2024-12-15,69.36,Shipped
269,985,2024-05-29,378.41,Pending
270,581,2024-12-08,975.42,Pending
271,730,2024-07-27,914.45,Pending
272,185,2024-09-24,732.25,Delivered
273,985,2025-02-25,709.0,Pending
274,555,2024-09-17,715.91,Delivered
275,390,2023-11-30,489.1,Cancelled
276,144,2024-05-24,849.98,Shipped
277,485,2024-02-25,893.23,Pending
278,429,2024-12-19,482.29,Delivered
279,273,2023-06-19,875.43,Delivered
280,764,2023-07-10,776.09,Delivered
281,234,2025-02-01,880.2,Pending
282,594,2024-01-25,317.33,Cancelled
283,458,2024-02-02,628.38,Delivered
284,258,2023-08-20,594.81,Cancelled
285,24,2024-05-15,498.49,Pending
286,167,2023-07-09,404.31,Delivered
287,620,2024-01-19,239.65,Pending
288,362,2025-05-27,102.67,Cancelled
289,425,2025-06-02,833.63,Pending
290,169,2024-04-07,286.34,Delivered
291,569,2024-02-03,828.66,Cancelled
292,492,2024-10-04,136.99,Shipped
293,221,2025-03-18,810.15,Shipped
294,447,2023-06-27,238.28,Pending
295,265,2023-09-19,50.09,Shipped
296,984,2023-08-03,434.19,Delivered
297,934,2024-01-03,289.19,Shipped
298,335,2024-04-13,497.22,Delivered
299,801,2024-02-02,206.41,Shipped
300,858,2023-07-22,894.32,Shipped
301,379,2024-08-25,527.3,Shipped
302,735,2024-04-26,758.62,Cancelled
303,639,2024-12-29,310.97,Cancelled
304,774,2025-04-14,145.8,Pending
305,324,2025-03-11,47.06,Delivered
306,97,2025-03-26,550.0,Pending
307,646,2023-07-23,783.99,Pending
308,593,2025-04-09,795.01,Delivered
309,371,2024-10-31,756.43,Delivered
310,544,2023-07-09,485.35,Cancelled
311,401,2025-06-05,523.31,Delivered
312,474,2025-04-21,470.11,Shipped
313,495,2023-07-13,765.83,Delivered
314,107,2025-03-14,292.65,Delivered
315,962,2024-12-04,478.38,Delivered
316,623,2023-09-02,691.56,Pending
317,478,2023-12-27,97.43,Shipped
318,327,2024-08-08,972.35,Pending
319,1,2024-07-23,975.84,Shipped
320,230,2023-11-20,132.55,Cancelled
321,590,2024-10-06,421.61,Cancelled
322,781,2025-03-19,908.12,Cancelled
323,382,2025-05-05,662.44,Pending
324,395,2023-08-28,139.38,Pending
325,443,2023-11-12,253.49,Cancelled
326,413,2024-05-24,538.97,Cancelled
327,33,2024-12-28,418.91,Shipped
328,89,2025-02-23,573.29,Cancelled
329,839,2024-08-22,783.91,Pending
330,847,2025-01-25,555.35,Cancelled
331,218,2024-04-02,750.57,Shipped
332,755,2024-12-15,495.72,Pending
333,347,2023-10-10,571.92,Cancelled
334,53,2023-09-10,163.28,Shipped
335,627,2024-05-01,921.49,Delivered
336,561,2023-11-21,855.83,Shipped
337,60,2024-09-05,251.56,Delivered
338,1000,2025-05-26,209.08,Shipped
339,948,2023-09-20,774.94,Delivered
340,410,2024-12-21,446.68,Pending
341,308,2024-03-21,90.16,Delivered
342,85,2023-12-02,902.68,Shipped
343,411,2024-11-02,592.43,Shipped
344,129,2024-04-06,59.77,Delivered
345,497,2025-05-23,369.07,Delivered
346,681,2024-10-14,391.07,Pending
347,76,2025-05-18,149.23,Cancelled
348,598,2024-10-22,218.4,Pending
349,928,2024-10-29,842.88,Cancelled
350,754,2025-02-01,490.14,Pending
351,776,2025-01-26,910.03,Cancelled
352,16,2023-11-06,687.56,Pending
353,783,2024-12-19,428.96,Delivered
354,285,2024-06-23,328.21,Pending
355,323,2023-12-07,84.75,Delivered
356,186,2024-04-29,459.29,Pending
357,167,2025-04-12,877.3,Pending
358,805,2025-01-11,742.47,Delivered
359,585,2024-08-18,846.46,Cancelled
360,277,2024-04-05,69.62,Pending
361,715,2024-01-21,659.47,Pending
362,213,2025-03-23,885.22,Pending
363,138,2025-04-21,806.07,Delivered
364,459,2025-04-09,392.18,Shipped
365,619,2024-06-25,139.34,Shipped
366,358,2024-01-01,506.55,Pending
367,232,2024-10-08,168.69,Delivered
368,499,2024-05-24,286.13,Pending
369,955,2024-08-05,736.5,Cancelled
370,728,2025-06-01,555.02,Cancelled
371,910,2023-11-11,241.07,Cancelled
372,842,2025-03-22,45.16,Shipped
373,392,2025-04-22,904.51,Cancelled
374,415,2023-07-31,153.66,Delivered
375,567,2024-03-11,736.6,Delivered
376,332,2025-04-08,340.62,Pending
377,188,2024-06-20,29.31,Cancelled
378,754,2023-10-18,596.69,Delivered
379,911,2024-07-15,896.45,Cancelled
380,17,2024-10-08,936.49,Pending
381,819,2024-10-10,915.82,Pending
382,855,2024-09-26,901.16,Cancelled
383,379,2023-11-07,806.13,Pending
384,383,2024-02-03,30.17,Delivered
385,775,2024-06-05,358.83,Cancelled
386,47,2024-04-02,221.83,Cancelled
387,214,2023-11-27,532.29,Delivered
388,758,2024-04-09,416.9,Pending
389,484,2023-11-16,653.92,Pending
390,576,2024-10-10,663.82,Delivered
391,1,2024-08-22,726.65,Shipped
392,775,2024-06-10,375.81,Delivered
393,360,2024-09-29,267.91,Pending
394,696,2025-03-18,226.83,Delivered
395,382,2024-04-05,200.93,Delivered
396,54,2024-02-15,326.91,Delivered
397,180,2024-11-27,123.94,Pending
398,633,2024-03-31,866.99,Delivered
399,380,2025-01-18,291.84,Cancelled
400,823,2024-10-18,250.01,Cancelled
401,516,2025-05-31,265.92,Cancelled
402,888,2024-02-18,642.4,Pending
403,882,2024-05-26,252.24,Shipped
404,42,2024-07-08,81.81,Delivered
405,923,2024-10-01,889.22,Cancelled
406,36,2025-02-25,986.28,Pending
407,950,2024-08-16,858.93,Cancelled
408,479,2024-01-15,589.86,Cancelled
409,428,2024-09-06,349.44,Cancelled
410,933,2023-12-29,763.7,Delivered
411,954,2024-07-31,533.68,Cancelled
412,19,2023-09-17,822.12,Pending
413,716,2024-03-05,430.71,Shipped
414,907,2024-04-12,475.65,Shipped
415,223,2023-09-05,202.69,Pending
416,818,2024-09-05,974.74,Pending
417,604,2024-08-20,170.63,Delivered
418,603,2023-11-09,578.28,Shipped
419,384,2024-12-13,130.39,Cancelled
420,657,2025-01-22,404.25,Delivered
421,338,2024-10-19,802.37,Pending
422,630,2025-01-02,292.93,Cancelled
423,624,2023-12-24,295.91,Pending
424,189,2025-05-04,421.48,Shipped
425,297,2024-11-21,536.51,Pending
426,610,2023-09-12,411.28,Shipped
427,113,2024-04-03,616.07,Cancelled
428,607,2025-06-11,839.79,Shipped
429,472,2025-02-25,770.5,Pending
430,285,2024-08-24,385.1,Delivered
431,142,2025-02-05,572.18,Cancelled
432,724,2023-08-15,652.74,Shipped
433,416,2023-08-20,103.66,Pending
434,730,2025-03-04,71.38,Delivered
435,925,2023-12-15,370.43,Shipped
436,290,2025-01-02,832.19,Pending
437,899,2024-10-08,536.4,Delivered
438,756,2024-04-20,693.79,Shipped
439,398,2023-08-12,951.36,Shipped
440,297,2023-09-10,593.88,Delivered
441,600,2025-04-24,465.03,Cancelled
442,875,2023-11-18,848.18,Shipped
443,843,2024-06-15,100.12,Pending
444,241,2024-06-20,565.84,Cancelled
445,931,2024-09-03,863.08,Pending
446,50,2023-08-11,910.01,Shipped
447,136,2024-10-24,424.01,Pending
448,398,2023-07-18,275.75,Delivered
449,868,2025-02-09,460.39,Cancelled
450,233,2025-02-01,993.13,Pending
451,466,2025-02-19,790.52,Shipped
452,762,2024-07-11,247.15,Cancelled
453,912,2024-08-01,563.22,Pending
454,218,2024-04-22,416.44,Shipped
455,43,2023-12-24,334.81,Delivered
456,663,2023-12-11,371.83,Shipped
457,547,2023-07-16,599.9,Cancelled
458,60,2024-12-29,584.48,Shipped
459,785,2024-08-13,581.11,Pending
460,931,2023-10-07,135.86,Shipped
461,609,2025-05-24,952.71,Pending
462,649,2023-07-09,114.97,Delivered
463,12,2025-06-10,911.13,Shipped
464,774,2024-03-16,856.49,Pending
465,268,2023-12-13,855.49,Shipped
466,597,2023-12-07,983.89,Cancelled
467,644,2025-06-08,992.06,Delivered
468,417,2025-01-17,537.84,Delivered
469,744,2025-04-26,517.44,Cancelled
470,417,2025-06-09,773.4,Pending
471,628,2023-08-23,670.82,Cancelled
472,918,2024-12-30,949.85,Cancelled
473,903,2024-11-10,398.75,Cancelled
474,210,2023-11-29,959.43,Delivered
475,768,2023-07-17,788.81,Shipped
476,995,2025-04-11,448.24,Cancelled
477,119,2024-08-02,691.61,Cancelled
478,124,2024-11-05,992.98,Shipped
479,249,2025-01-05,687.54,Pending
480,637,2024-09-19,713.92,Shipped
481,404,2024-01-19,60.82,Pending
482,275,2024-03-13,834.31,Pending
483,594,2024-05-30,463.79,Delivered
484,376,2024-12-28,32.62,Cancelled
485,301,2024-10-27,676.19,Delivered
486,904,2025-05-29,323.32,Delivered
487,301,2025-03-10,880.46,Delivered
488,786,2023-10-31,298.25,Shipped
489,85,2024-06-22,922.62,Cancelled
490,123,2023-10-13,398.26,Cancelled
491,551,2024-09-24,20.85,Cancelled
492,812,2024-01-16,789.38,Shipped
493,438,2023-11-19,691.33,Shipped
494,709,2023-08-27,412.45,Shipped
495,876,2025-06-04,346.83,Shipped
496,796,2025-02-19,473.12,Delivered
497,766,2024-07-16,294.56,Pending
498,315,2024-03-18,402.45,Pending
499,817,2023-10-21,684.18,Shipped
500,506,2024-08-09,993.3,Delivered
501,772,2025-04-18,963.57,Shipped
502,65,2023-12-17,479.67,Shipped
503,31,2025-04-21,673.78,Delivered
504,413,2023-08-01,846.35,Shipped
505,524,2024-09-03,617.7,Cancelled
506,810,2025-06-18,88.4,Delivered
507,641,2024-11-03,493.36,Delivered
508,95,2024-11-24,332.87,Pending
509,440,2025-03-21,546.23,Shipped
510,452,2025-04-13,533.61,Delivered
511,960,2023-08-06,822.78,Shipped
512,18,2024-10-03,320.4,Cancelled
513,236,2024-07-21,389.73,Pending
514,696,2024-05-28,19.88,Shipped
515,721,2024-02-07,327.43,Delivered
516,925,2025-03-09,481.56,Pending
517,43,2024-12-24,90.49,Shipped
518,533,2024-01-23,935.12,Pending
519,821,2025-01-06,195.52,Delivered
520,936,2025-05-22,320.72,Pending
521,833,2025-03-15,452.03,Shipped
522,924,2024-12-31,199.62,Cancelled
523,342,2024-11-11,971.02,Shipped
524,488,2025-01-31,695.06,Cancelled
525,859,2024-12-25,639.37,Pending
526,584,2025-02-11,785.84,Shipped
527,92,2025-06-07,52.91,Pending
528,292,2023-07-12,930.0,Cancelled
529,797,2025-03-27,980.8,Shipped
530,671,2023-07-08,117.32,Delivered
531,5,2024-01-13,852.55,Delivered
532,416,2024-01-20,436.88,Pending
533,945,2024-08-24,334.22,Shipped
534,361,2025-04-18,667.04,Shipped
535,589,2023-10-12,690.21,Shipped
536,774,2024-09-01,50.01,Cancelled
537,803,2025-03-19,267.15,Cancelled
538,214,2024-06-27,764.45,Pending
539,351,2024-03-13,146.71,Delivered
540,802,2023-07-06,269.9,Cancelled
541,870,2024-03-04,123.33,Pending
542,546,2024-09-18,388.26,Cancelled
543,819,2024-03-31,980.37,Pending
544,972,2023-11-30,462.86,Shipped
545,725,2024-09-14,994.18,Cancelled
546,773,2023-08-19,717.63,Shipped
547,489,2024-10-30,396.1,Delivered
548,376,2025-03-19,125.98,Shipped
549,813,2024-05-25,369.17,Shipped
550,128,2024-07-07,30.38,Delivered
551,789,2025-01-22,784.55,Cancelled
552,482,2025-05-03,801.29,Cancelled
553,307,2024-04-06,758.83,Pending
554,519,2024-11-24,739.52,Shipped
555,914,2024-01-30,201.44,Cancelled
556,297,2025-02-19,53.97,Pending
557,651,2024-08-29,665.06,Shipped
558,242,2024-11-07,398.53,Shipped
559,591,2023-08-20,595.2,Pending
560,742,2023-10-25,577.67,Delivered
561,141,2025-01-19,464.22,Cancelled
562,230,2024-06-08,314.81,Shipped
563,803,2023-08-30,840.54,Delivered
564,261,2024-04-22,578.33,Delivered
565,420,2024-11-14,428.82,Delivered
566,730,2023-06-19,870.13,Cancelled
567,872,2024-08-18,427.88,Delivered
568,761,2025-02-23,999.3,Cancelled
569,132,2023-06-21,838.16,Shipped
570,222,2024-12-05,316.94,Delivered
571,572,2024-02-08,861.53,Delivered
572,497,2024-02-03,227.92,Pending
573,508,2025-06-07,571.48,Cancelled
574,736,2024-12-23,821.69,Delivered
575,311,2025-03-01,132.04,Delivered
576,826,2023-08-27,662.53,Cancelled
577,738,2025-05-21,923.05,Shipped
578,161,2024-10-19,772.46,Delivered
579,422,2025-03-17,463.52,Pending
580,110,2024-02-04,822.73,Shipped
581,427,2023-11-14,384.04,Shipped
582,888,2023-07-15,336.43,Pending
583,705,2024-08-22,250.53,Delivered
584,810,2023-07-21,891.58,Cancelled
585,834,2024-10-27,542.09,Cancelled
586,198,2023-10-04,659.06,Shipped
587,307,2023-07-14,441.47,Delivered
588,470,2025-03-02,603.42,Cancelled
589,260,2024-08-20,853.81,Cancelled
590,158,2024-04-14,805.52,Shipped
591,139,2024-11-19,102.56,Cancelled
592,352,2025-02-19,800.66,Cancelled
593,232,2023-11-26,576.59,Pending
594,25,2024-07-10,225.82,Cancelled
595,977,2024-06-02,52.04,Pending
596,464,2025-05-20,653.47,Delivered
597,522,2024-10-18,203.97,Shipped
598,17,2024-10-31,109.83,Pending
599,536,2023-09-22,286.07,Shipped
600,236,2025-01-10,818.44,Shipped
601,794,2025-04-02,997.09,Pending
602,80,2024-01-15,769.26,Delivered
603,545,2025-05-27,593.95,Cancelled
604,340,2023-06-24,203.17,Pending
605,860,2023-12-27,527.92,Cancelled
606,885,2023-11-07,658.6,Cancelled
607,623,2025-02-26,643.93,Shipped
608,922,2023-07-10,648.59,Pending
609,170,2024-04-15,471.21,Shipped
610,26,2023-10-03,845.36,Shipped
611,751,2024-09-29,333.3,Pending
612,630,2025-04-12,315.56,Pending
613,718,2023-07-13,386.38,Cancelled
614,664,2024-12-04,89.74,Cancelled
615,410,2024-03-31,913.48,Cancelled
616,333,2025-02-08,370.02,Cancelled
617,296,2024-09-07,821.22,Delivered
618,499,2023-10-03,229.82,Delivered
619,482,2023-07-30,180.26,Pending
620,834,2024-07-29,372.42,Shipped
621,249,2024-09-30,119.68,Pending
622,791,2024-06-03,761.85,Shipped
623,783,2023-09-04,218.65,Shipped
624,250,2025-02-05,636.97,Cancelled
625,37,2023-07-16,376.91,Delivered
626,548,2023-09-29,313.58,Cancelled
627,597,2025-01-18,737.88,Pending
628,193,2024-03-18,981.18,Shipped
629,887,2024-12-29,229.73,Cancelled
630,115,2023-12-05,589.89,Cancelled
631,900,2024-04-17,975.29,Delivered
632,519,2025-03-14,85.62,Shipped
633,768,2024-06-08,775.92,Delivered
634,562,2025-02-14,692.26,Cancelled
635,851,2023-09-15,360.29,Delivered
636,982,2023-09-01,499.47,Delivered
637,68,2024-05-21,856.34,Delivered
638,483,2024-07-06,352.16,Cancelled
639,529,2024-02-20,575.98,Shipped
640,40,2025-02-22,174.24,Shipped
641,426,2024-09-25,700.89,Shipped
642,775,2024-12-12,902.44,Delivered
643,881,2024-06-25,620.7,Delivered
644,427,2024-09-29,643.06,Shipped
645,782,2023-10-04,522.26,Cancelled
646,298,2024-05-30,195.25,Cancelled
647,465,2023-10-07,972.71,Cancelled
648,625,2024-02-17,454.86,Cancelled
649,802,2024-07-22,33.49,Cancelled
650,784,2025-06-15,702.11,Cancelled
651,263,2025-03-18,259.28,Pending
652,230,2025-01-04,620.94,Pending
653,859,2023-08-06,811.96,Cancelled
654,389,2025-05-12,453.95,Delivered
655,697,2023-10-12,627.5,Cancelled
656,119,2024-07-28,785.24,Pending
657,229,2024-11-10,370.14,Shipped
658,566,2024-10-21,503.43,Cancelled
659,446,2024-09-03,810.83,Cancelled
660,251,2024-05-14,521.72,Shipped
661,152,2025-06-13,39.94,Shipped
662,248,2024-10-30,64.01,Cancelled
663,322,2024-03-24,889.65,Pending
664,545,2024-08-10,891.42,Delivered
665,759,2025-04-16,838.48,Pending
666,908,2023-12-22,358.54,Shipped
667,252,2023-07-07,897.1,Pending
668,84,2024-05-08,711.34,Shipped
669,49,2023-11-24,635.55,Shipped
670,876,2025-04-20,856.17,Shipped
671,394,2024-03-19,831.06,Shipped
672,232,2024-10-17,381.89,Shipped
673,882,2024-05-07,870.82,Cancelled
674,709,2024-06-14,24.5,Cancelled
675,843,2025-04-26,377.58,Cancelled
676,924,2024-02-24,216.48,Pending
677,103,2024-08-07,105.68,Delivered
678,218,2024-12-31,625.33,Cancelled
679,515,2025-05-04,501.71,Shipped
680,480,2024-03-15,440.89,Shipped
681,531,2023-08-10,590.82,Pending
682,381,2025-01-20,765.38,Delivered
683,775,2025-04-09,940.02,Pending
684,26,2024-04-07,352.05,Shipped
685,924,2023-11-16,388.15,Pending
686,497,2024-07-19,558.55,Cancelled
687,989,2023-11-01,918.13,Cancelled
688,755,2024-06-03,982.81,Pending
689,592,2024-12-08,444.34,Delivered
690,977,2024-01-02,20.42,Delivered
691,728,2023-09-17,842.55,Shipped
692,317,2024-04-17,258.47,Cancelled
693,990,2024-05-12,890.97,Shipped
694,249,2024-03-25,372.96,Cancelled
695,320,2023-12-27,553.48,Pending
696,712,2025-04-11,406.44,Cancelled
697,991,2025-05-08,248.93,Delivered
